City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Kysyl-Syr,RU,63.8986,122.7617,58.6,47,100,10.63,overcast clouds
348,Lewistown,US,40.5992,-77.5714,81.34,73,1,0.0,clear sky
349,Hovd,MN,48.0056,91.6419,66.24,48,42,7.38,scattered clouds
350,Minab,IR,27.1467,57.0801,87.3,54,98,2.42,overcast clouds
351,Batagay-Alyta,RU,67.8006,130.4114,52.74,56,30,7.94,scattered clouds
352,Dubti,ET,11.7361,41.0853,87.6,52,100,6.08,light rain
353,Amahai,ID,-3.3333,128.9167,76.28,92,100,3.98,overcast clouds
354,Harer,ET,9.3094,42.1258,56.93,94,100,3.44,overcast clouds
355,Ribeira Grande,PT,38.5167,-28.7,70.2,88,75,5.75,broken clouds
356,Ucluelet,CA,48.9329,-125.5528,85.05,86,62,1.01,broken clouds
357,Marks,RU,51.7111,46.7486,65.25,87,73,5.32,broken clouds
358,Cabo San Lucas,MX,22.8909,-109.9124,94.6,53,1,8.99,clear sky
359,Padilla,CO,3.2204,-76.3139,76.57,91,80,4.0,broken clouds
360,Havelock,US,34.8791,-76.9013,83.05,85,21,1.99,few clouds
361,Codrington,AU,-38.2667,141.9667,55.24,80,93,15.61,overcast clouds
362,Olavarria,AR,-36.8927,-60.3225,42.31,72,92,3.85,overcast clouds
363,Luwuk,ID,-0.9516,122.7875,76.96,93,100,5.03,overcast clouds
364,Coolum Beach,AU,-26.5333,153.1,71.11,80,92,12.8,overcast clouds
365,Tezu,IN,27.9167,96.1667,75.38,97,100,2.42,overcast clouds
366,Rio Gallegos,AR,-51.6226,-69.2181,33.85,93,75,10.36,broken clouds
367,Coquimbo,CL,-29.9533,-71.3436,53.33,87,0,4.61,clear sky
368,Zeya,RU,53.75,127.2667,71.35,99,100,5.7,light rain
369,Burgeo,CA,47.6167,-57.6152,55.76,87,93,5.44,overcast clouds
370,Conakry,GN,9.538,-13.6773,78.33,83,94,7.61,light rain
371,Kashi,CN,39.4547,75.9797,80.22,43,20,13.42,few clouds
372,Peniche,PT,39.3558,-9.3811,74.73,87,53,13.27,broken clouds
373,Alghero,IT,40.5589,8.3181,66.29,88,0,4.61,clear sky
374,Labuhan,ID,-6.8844,112.2051,76.66,73,99,12.03,overcast clouds
375,Gorontalo,ID,0.5412,123.0595,77.76,94,96,2.06,overcast clouds
376,Taltal,CL,-25.4,-70.4833,57.83,77,0,2.91,clear sky
377,Izhma,RU,65.0083,53.9113,58.15,88,95,2.35,overcast clouds
378,Najran,SA,17.4924,44.1277,90.25,24,99,3.98,overcast clouds
379,Tambura,SS,5.6,27.4667,67.03,97,97,2.82,overcast clouds
380,Debre Zeyit,ET,8.75,38.9833,59.72,90,100,4.81,overcast clouds
381,Filingue,NE,14.3521,3.3168,90.66,42,12,5.5,few clouds
382,The Valley,AI,18.217,-63.0578,81.82,70,75,17.67,broken clouds
383,Luderitz,NA,-26.6481,15.1594,56.79,37,0,7.76,clear sky
384,Salym,RU,60.0625,71.4789,45.55,95,100,12.59,moderate rain
385,Letlhakane,BW,-21.4167,25.5833,49.51,90,6,15.21,clear sky
386,Marakkanam,IN,12.2,79.95,80.67,79,100,10.6,light rain
387,Bay Roberts,CA,47.5999,-53.2648,64.65,60,1,5.01,clear sky
388,Miandrivazo,MG,-19.5167,45.4667,66.65,75,0,3.18,clear sky
389,Coutances,FR,49.05,-1.4333,62.24,95,8,4.88,clear sky
390,San Andres,CO,12.5847,-81.7006,84.22,79,75,16.11,broken clouds
391,Bhadohi,IN,25.4167,82.5667,84.2,69,49,7.11,scattered clouds
392,Kosa,RU,59.9445,54.9977,58.05,65,98,2.98,overcast clouds
393,Golden,US,39.7555,-105.2211,75.07,60,75,5.75,thunderstorm
394,Ayr,GB,55.4627,-4.6339,60.78,82,90,13.8,overcast clouds
395,Yambio,SS,4.5721,28.3955,66.88,97,90,1.66,light rain
396,Miracema Do Tocantins,BR,-9.5618,-48.3967,77.97,37,1,3.36,clear sky
397,Shizuishan,CN,39.2333,106.7694,83.91,35,68,3.78,broken clouds
398,Olafsvik,IS,64.8945,-23.7142,48.42,90,68,14.9,broken clouds
399,Pingliang,CN,35.5392,106.6861,69.37,67,100,5.35,moderate rain
400,Pevek,RU,69.7008,170.3133,40.3,89,100,2.17,overcast clouds
401,Oktyabrskoye,RU,43.0645,44.7417,53.74,100,49,6.71,scattered clouds
402,Ayagoz,KZ,47.9714,80.4392,56.08,60,3,5.19,clear sky
403,Adrar,MR,20.5022,-10.0711,94.62,24,46,15.77,scattered clouds
404,Dewa,IN,27.0333,81.1667,84.2,74,52,10.02,broken clouds
405,Litovko,RU,49.2361,135.1742,80.91,67,96,5.79,light rain
406,Jorochito,BO,-18.05,-63.4333,74.93,67,1,7.58,clear sky
407,Planaltina,BR,-15.4528,-47.6142,68.29,43,0,2.26,clear sky
408,Santa Maria,BR,-29.6842,-53.8069,60.1,100,75,4.61,broken clouds
409,Markova,UA,48.6758,24.4138,67.78,82,7,3.58,clear sky
410,Walvis Bay,NA,-22.9575,14.5053,56.35,21,0,2.3,clear sky
411,Koshurnikovo,RU,54.1667,93.3,61.68,82,89,2.15,overcast clouds
412,Jacqueville,CI,5.2052,-4.4146,78.71,79,100,12.93,overcast clouds
413,Grand Gaube,MU,-20.0064,57.6608,66.6,76,63,7.0,broken clouds
414,Malartic,CA,48.1335,-78.1328,65.01,89,39,7.31,scattered clouds
415,Padang,ID,-0.9492,100.3543,71.65,73,92,3.76,overcast clouds
416,Shangzhi,CN,45.2167,127.9667,82.45,72,90,7.47,overcast clouds
417,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,78,75,7.38,broken clouds
418,Kamenka,RU,51.3223,42.7678,66.4,88,5,7.72,clear sky
419,Shahr-E Babak,IR,30.1165,55.1186,77.43,38,57,4.23,broken clouds
420,Kudahuvadhoo,MV,2.6708,72.8944,81.95,74,87,7.87,overcast clouds
421,Chandla,IN,25.0833,80.2,88.21,52,40,3.91,scattered clouds
422,Dayong,CN,25.0209,118.2898,83.88,80,37,1.59,scattered clouds
423,Aleksandrovskiy Zavod,RU,50.9237,117.9374,68.34,89,77,4.72,broken clouds
424,Jacareacanga,BR,-6.2222,-57.7528,78.55,48,9,0.96,clear sky
425,Cherskiy,RU,68.75,161.3,66.58,48,21,11.88,few clouds
426,New Waterford,US,40.8451,-80.6145,80.47,75,51,3.71,broken clouds
427,Houston,US,29.7633,-95.3633,85.95,75,1,4.0,clear sky
428,Sorland,NO,67.667,12.6934,56.35,87,84,4.54,broken clouds
429,Vanimo,PG,-2.6741,141.3028,84.18,71,75,6.02,broken clouds
430,Pavlodar,KZ,52.3,76.95,51.6,87,90,15.66,overcast clouds
431,Yeniseysk,RU,58.4497,92.1703,67.89,69,44,5.37,scattered clouds
432,Srandakan,ID,-7.9386,110.2506,58.73,82,100,6.69,overcast clouds
433,Araouane,ML,18.9048,-3.5265,89.35,40,1,24.63,clear sky
434,Bombo,ID,-8.6131,119.0131,76.89,73,84,7.31,broken clouds
435,Ashland,US,40.8167,-82.2665,79.83,72,31,3.0,scattered clouds
436,Smithers,CA,54.7804,-127.1743,75.47,32,93,7.9,overcast clouds
437,Asau,RO,46.4333,26.4,69.76,85,0,3.8,clear sky
438,Graaff-Reinet,ZA,-32.2522,24.5308,41.07,31,0,6.78,clear sky
439,Ridgecrest,US,35.6225,-117.6709,106.68,15,40,13.0,scattered clouds
440,Egvekinot,RU,66.3167,-179.1667,49.95,78,51,8.12,broken clouds
441,Teguldet,RU,57.3064,88.1667,65.16,89,95,3.22,overcast clouds
442,Douentza,ML,14.9951,-2.9517,81.72,52,99,11.16,overcast clouds
443,Thinadhoo,MV,0.5333,72.9333,82.13,74,100,7.54,overcast clouds
444,North Myrtle Beach,US,33.816,-78.68,83.37,82,1,10.36,clear sky
445,Paso De Carrasco,UY,-34.8603,-56.0522,51.94,93,75,10.36,broken clouds
446,Mount Isa,AU,-20.7333,139.5,80.37,47,61,13.8,broken clouds
447,Aleksandrov Gay,RU,50.147,48.5704,71.8,51,71,5.32,broken clouds
448,Singkang,MY,2.1006,102.7994,75.09,92,100,1.99,overcast clouds
449,Labytnangi,RU,66.6572,66.4183,51.21,66,99,5.93,overcast clouds
450,Sarangani,PH,5.4033,125.4636,83.1,73,93,3.06,overcast clouds
451,Vondrozo,MG,-22.8167,47.2833,57.92,97,39,2.26,scattered clouds
452,Uray,RU,60.1247,64.7758,46.42,63,35,7.85,scattered clouds
453,Husavik,IS,66.0449,-17.3389,49.91,87,100,5.1,overcast clouds
454,Mount Gambier,AU,-37.8333,140.7667,54.09,84,99,11.59,moderate rain
455,Krasnoselkup,RU,65.7,82.4667,49.78,58,75,13.96,broken clouds
456,Jalu,LY,29.0331,21.5482,83.35,31,41,8.63,scattered clouds
457,Baghdad,IQ,33.3406,44.4009,89.51,23,0,9.22,clear sky
458,West Odessa,US,31.8424,-102.4988,89.62,36,1,14.97,clear sky
459,Verkhnevilyuysk,RU,63.4453,120.3167,52.29,81,100,7.76,overcast clouds
460,Tripoli,LY,32.8752,13.1875,77.9,78,24,9.08,few clouds
461,Abong Mbang,CM,3.9833,13.1833,66.4,100,98,2.73,light rain
462,Mumford,GH,5.2618,-0.759,75.81,86,100,8.77,light rain
463,Phan Thiet,VN,10.9333,108.1,78.19,86,100,4.25,moderate rain
464,Wanaka,NZ,-44.7,169.15,42.46,97,100,3.44,overcast clouds
465,Cuamba,MZ,-14.8031,36.5372,61.93,82,22,4.54,few clouds
466,Seoul,KR,37.5683,126.9778,88.21,58,20,3.44,few clouds
467,Gold Coast,AU,-28.0,153.4333,65.28,90,90,3.0,overcast clouds
468,Dakar,SN,14.6937,-17.4441,80.73,74,40,16.11,scattered clouds
469,Ranong,TH,9.9658,98.6348,76.93,88,100,5.77,overcast clouds
470,Amli,IN,20.2833,73.0167,77.31,95,100,4.79,overcast clouds
471,Awjilah,LY,29.1081,21.2869,83.01,34,51,10.07,broken clouds
472,Havoysund,NO,70.9963,24.6622,49.08,85,74,7.74,broken clouds
473,Titel,RS,45.2061,20.2944,77.0,61,10,8.01,clear sky
474,Orbetello,IT,42.4408,11.2196,68.79,59,0,5.75,clear sky
475,Xiongzhou,CN,25.1167,114.3,85.01,67,41,2.98,scattered clouds
476,Nampa,US,43.5407,-116.5635,100.65,16,1,5.75,clear sky
477,Bogorodskoye,RU,56.55,37.8833,67.78,90,54,2.71,broken clouds
478,Sfantu Gheorghe,RO,45.8667,25.7833,67.26,76,0,3.56,clear sky
479,Port Lincoln,AU,-34.7333,135.8667,58.06,74,4,19.24,light rain
480,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.36,87,18,10.31,few clouds
481,Karpathos,GR,35.507,27.2132,76.82,83,1,17.29,clear sky
482,Sisimiut,GL,66.9395,-53.6735,43.41,93,93,6.71,overcast clouds
483,Turan,VN,16.0678,108.2208,84.25,74,20,3.44,few clouds
484,Klaksvik,FO,62.2266,-6.589,52.72,85,59,26.06,broken clouds
485,Waipawa,NZ,-41.4122,175.5153,54.45,69,62,22.44,broken clouds
486,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,11.5,few clouds
487,Houma,US,29.5958,-90.7195,84.2,77,1,8.05,clear sky
488,Eyl,SO,7.9803,49.8164,78.69,71,61,23.47,broken clouds
489,Tayu,ID,-6.5397,111.0518,75.67,76,100,8.59,overcast clouds
490,Irbil,IQ,36.1926,44.0106,89.42,17,0,6.91,clear sky
491,Colchester,GB,51.8892,0.9042,64.9,87,17,10.87,few clouds
492,Shache,CN,38.4167,77.2406,76.48,24,37,4.92,scattered clouds
493,Hasaki,JP,35.7333,140.8333,77.4,86,90,7.09,overcast clouds
494,Makarov,RU,48.6333,142.8,67.41,87,98,3.51,overcast clouds
495,Angoram,PG,-4.0625,144.0661,83.43,75,100,2.82,overcast clouds
496,Chimbote,PE,-9.0853,-78.5783,64.26,84,16,11.77,few clouds
497,Nabire,ID,-3.3667,135.4833,78.44,88,100,2.33,overcast clouds
498,Kurumkan,RU,54.3,110.3,61.32,94,100,1.79,light rain
499,Muslyumovo,RU,55.3033,53.1947,55.29,68,29,3.04,scattered clouds
500,Avera,US,33.194,-82.5271,80.47,63,84,5.08,broken clouds
501,Old Saybrook,US,41.2918,-72.3762,81.43,88,1,0.0,clear sky
502,Raudeberg,NO,61.9875,5.1352,61.2,87,92,19.24,overcast clouds
503,Porbandar,IN,21.6422,69.6093,81.93,86,95,4.18,overcast clouds
504,Beloha,MG,-25.1667,45.05,65.89,81,49,9.91,light rain
505,Zyryanka,RU,65.75,150.85,76.19,36,27,6.26,scattered clouds
506,Ketchikan,US,55.3422,-131.6461,61.27,67,90,3.44,overcast clouds
507,Saint-Joseph,RE,-21.3667,55.6167,66.56,77,54,11.1,broken clouds
508,Cusuna,HN,15.85,-85.2333,80.73,77,85,9.42,overcast clouds
509,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,64.99,63,75,8.95,broken clouds
510,Banamba,ML,13.55,-7.45,83.93,53,97,7.27,overcast clouds
511,Talaya,RU,61.3833,152.75,66.96,52,100,15.1,overcast clouds
512,Dubbo,AU,-32.25,148.6167,59.13,88,90,13.8,overcast clouds
513,Shenjiamen,CN,29.9576,122.298,79.72,90,84,16.89,broken clouds
514,Potam,MX,27.6,-110.3833,95.59,47,11,12.64,few clouds
515,Cayenne,GF,4.9333,-52.3333,79.09,87,40,4.0,scattered clouds
516,Masvingo,ZW,-20.0637,30.8277,51.35,95,100,8.61,overcast clouds
517,Skeldon,GY,5.8833,-57.1333,76.15,93,61,5.95,broken clouds
518,Xining,CN,36.6167,101.7667,61.32,66,71,2.01,broken clouds
519,Arak,IR,34.0917,49.6892,72.77,25,0,2.71,clear sky
520,Dali,CN,25.7,100.1833,64.47,91,100,4.38,overcast clouds
521,Itacare,BR,-14.2775,-38.9967,75.09,89,21,4.83,few clouds
522,Amga,RU,60.8953,131.9608,75.81,48,51,3.38,broken clouds
523,Paracuru,BR,-3.41,-39.0306,80.62,78,37,13.29,scattered clouds
524,Hailakandi,IN,24.6833,92.5667,75.61,98,99,1.66,overcast clouds
525,Shelburne,CA,44.0787,-80.2041,76.86,82,17,5.99,few clouds
526,Saint-Maximin-La-Sainte-Baume,FR,43.4521,5.8622,66.51,81,58,7.63,broken clouds
527,Kingman,US,35.1894,-114.053,99.3,28,1,21.85,clear sky
528,Rjukan,NO,59.8789,8.5941,65.05,89,11,3.04,few clouds
529,Malakal,SS,9.5334,31.6605,72.45,93,100,4.76,overcast clouds
530,Antsohihy,MG,-14.8796,47.9875,70.84,60,1,8.77,clear sky
531,Mahon,ES,39.8885,4.2658,72.16,68,75,3.44,broken clouds
532,La Mana,EC,-0.9333,-79.2167,83.89,87,72,0.96,light rain
533,Areosa,PT,41.7178,-8.8571,74.08,72,75,12.06,broken clouds
534,Belomorsk,RU,64.5232,34.7668,55.53,90,72,7.87,broken clouds
535,Svetlyy,RU,54.675,20.1347,71.65,86,35,13.73,light rain
536,Pahrump,US,36.2083,-115.9839,105.51,20,0,7.0,clear sky
537,Dickinson,US,29.4608,-95.0513,85.98,77,20,1.01,few clouds
538,Moerai,PF,-22.4333,-151.3333,75.72,73,44,11.25,scattered clouds
539,Okha,RU,53.5739,142.9478,71.47,55,7,10.47,clear sky
540,Pitsunda,GE,43.1592,40.3378,73.58,72,60,7.02,broken clouds
541,Tulum,MX,20.2167,-87.4667,84.97,80,94,6.67,overcast clouds
542,Port Hedland,AU,-20.3167,118.5667,66.25,59,11,8.05,few clouds
543,Inhambane,MZ,-23.865,35.3833,68.07,64,97,13.44,overcast clouds
544,Marondera,ZW,-18.1853,31.5519,48.81,93,95,10.09,overcast clouds
545,Horsham,GB,51.064,-0.3272,64.02,67,0,8.05,clear sky
546,Pochutla,MX,15.7432,-96.4661,86.83,81,99,3.76,overcast clouds
547,Drayton Valley,CA,53.2168,-114.9854,79.92,53,58,9.22,light rain
548,Lima,PE,-12.0432,-77.0282,61.9,84,90,10.36,overcast clouds
549,Saint-Augustin,CA,51.226,-58.6502,66.69,51,88,17.22,overcast clouds
550,Pudozh,RU,61.8099,36.5345,65.91,64,81,1.5,broken clouds
551,Picton,AU,-34.1833,150.6,67.91,65,5,4.43,clear sky
552,Quimperle,FR,47.8667,-3.55,61.95,88,0,9.22,clear sky
553,Tashigang,BT,27.3331,91.5542,71.56,97,100,0.56,overcast clouds
554,Arnprior,CA,45.4334,-76.3494,81.34,72,10,5.55,clear sky
555,Jhajjar,IN,28.6063,76.6565,85.32,74,68,6.55,broken clouds
556,Taitung,TW,22.7583,121.1444,80.87,83,75,4.61,moderate rain
557,Yafran,LY,32.0633,12.5286,70.36,87,34,4.99,scattered clouds
558,Ottawa,CA,45.4112,-75.6981,81.43,61,12,3.94,few clouds
559,Buraydah,SA,26.326,43.975,90.05,15,42,7.11,scattered clouds
560,Faanui,PF,-16.4833,-151.75,79.5,76,58,18.37,broken clouds
561,Peace River,CA,56.2501,-117.286,87.49,23,29,17.27,scattered clouds
562,Tres Arroyos,AR,-38.3739,-60.2798,42.67,64,61,8.72,broken clouds
563,Floro,NO,61.5996,5.0328,63.23,82,90,13.8,overcast clouds
564,Jalingo,NG,8.8833,11.3667,74.79,87,100,3.69,overcast clouds
565,Banda Aceh,ID,5.5577,95.3222,77.85,78,91,12.01,overcast clouds
566,Auki,SB,-8.7676,160.7034,84.97,69,75,6.2,broken clouds
567,Acarau,BR,-2.8856,-40.12,79.54,83,76,17.74,broken clouds
568,Broome,US,42.2506,-75.833,76.01,84,40,1.01,scattered clouds
569,Sri Aman,MY,1.2376,111.4621,73.45,100,40,0.0,scattered clouds
570,Zhezkazgan,KZ,47.8043,67.7144,56.03,58,1,2.82,clear sky
571,Pangoa,PE,-12.1167,-73.0,71.44,85,53,3.04,broken clouds
572,Ourossogui,SN,15.6064,-13.3211,93.2,52,0,2.3,clear sky
573,Iwanai,JP,42.9744,140.5089,78.17,65,40,2.04,scattered clouds
574,Alcochete,PT,38.7553,-8.9609,74.7,58,0,5.75,clear sky
575,Pacific Grove,US,36.6177,-121.9166,85.44,81,40,1.99,scattered clouds
576,Beaverlodge,CA,55.2166,-119.4361,84.04,17,53,18.68,broken clouds
577,Deming,US,32.2687,-107.7586,93.09,15,1,4.61,clear sky
578,Antalaha,MG,-14.9003,50.2788,66.9,86,15,8.81,few clouds
579,Mtwara,TZ,-10.2667,40.1833,70.66,88,5,10.22,clear sky
580,Bagdarin,RU,54.4333,113.6,56.5,97,100,2.98,light rain
581,Lata,PT,40.1629,-8.3327,64.81,64,82,3.27,broken clouds
582,Saint-Pierre,RE,-21.3393,55.4781,67.64,80,0,4.61,clear sky
583,Port Blair,IN,11.6667,92.75,80.51,84,82,7.38,broken clouds
584,Vizinga,RU,61.0749,50.1031,60.62,85,79,3.18,broken clouds
585,Nemuro,JP,43.3236,145.575,72.03,96,86,5.57,overcast clouds
586,Lively,CA,46.4334,-81.1498,67.14,93,71,5.53,broken clouds
587,Tshikapa,CD,-6.4167,20.8,67.82,27,21,1.68,few clouds
588,North Platte,US,41.1239,-100.7654,75.09,71,1,3.0,clear sky
589,Matara,LK,5.9485,80.5353,76.8,91,87,8.79,overcast clouds
590,Bonavista,CA,48.6499,-53.1147,61.14,71,3,16.78,clear sky
591,Tavda,RU,58.0425,65.2726,44.49,67,7,8.7,clear sky
592,Broken Hill,AU,-31.95,141.4333,55.98,54,50,9.66,scattered clouds
593,Berlevag,NO,70.8578,29.0864,48.25,87,86,1.83,overcast clouds
594,Khash,IR,28.2211,61.2158,77.36,59,84,0.92,broken clouds
595,Ust-Omchug,RU,61.15,149.6333,69.98,44,84,12.01,broken clouds
596,Rabaul,PG,-4.1967,152.1721,85.23,67,99,8.43,overcast clouds
597,Kananga,CD,-5.8958,22.4178,66.83,31,8,2.84,clear sky
598,Tromso,NO,69.6496,18.957,54.25,82,0,5.75,clear sky
599,Tilichiki,RU,60.4667,166.1,57.54,84,100,1.3,overcast clouds
600,Vestmannaeyjar,IS,63.4427,-20.2734,50.56,84,68,23.91,broken clouds
601,Gulu,UG,2.7746,32.299,64.6,93,100,3.62,light rain
602,Vargem Grande,BR,-3.5431,-43.9158,74.64,78,26,4.34,scattered clouds
603,Lagunas,PE,-5.2269,-75.6753,78.42,71,15,1.88,few clouds
604,Aykhal,RU,66.0,111.5,53.06,50,29,7.81,scattered clouds
605,Lexington,US,37.9887,-84.4777,82.29,66,1,4.61,clear sky
606,Gibara,CU,21.1097,-76.1317,83.52,80,25,12.06,scattered clouds
607,Mandera,KE,3.9366,41.867,75.47,54,70,17.6,broken clouds
608,Alyangula,AU,-13.8483,136.4192,78.24,72,43,6.15,scattered clouds
609,Lithgow,AU,-33.4833,150.15,59.86,80,95,11.1,overcast clouds
610,Opotiki,NZ,-38.0833,177.2833,57.38,62,34,5.77,scattered clouds
611,Makakilo City,US,21.3469,-158.0858,86.32,61,90,10.36,overcast clouds
612,Praya,CV,14.9215,-23.5087,77.54,83,20,3.44,few clouds
613,Boden,SE,65.8252,21.6886,64.4,70,97,3.87,overcast clouds
614,Kerman,IR,30.2832,57.0788,78.66,29,40,4.61,scattered clouds
615,Lavra,PT,41.2594,-8.7185,73.96,82,0,0.0,clear sky
616,Korla,CN,41.7597,86.1469,76.51,39,58,2.17,broken clouds
617,Neya,RU,58.2972,43.8681,61.9,91,34,3.15,scattered clouds
618,Hof,DE,50.3167,11.9167,60.64,88,91,3.0,overcast clouds
619,Esil,KZ,51.9556,66.4042,48.88,73,96,7.56,overcast clouds
620,San Pedro,PH,14.35,121.0167,84.34,80,100,2.59,overcast clouds
621,Kremze,CZ,48.905,14.3057,58.59,95,59,5.21,broken clouds
622,Lafia,NG,8.4833,8.5167,75.83,84,97,3.6,overcast clouds
623,Mayumba,GA,-3.432,10.6554,70.72,91,49,5.41,scattered clouds
624,Pekalongan,ID,-6.8886,109.6753,73.31,75,98,5.75,overcast clouds
625,Baruun-Urt,MN,46.6806,113.2792,71.51,53,68,7.7,broken clouds
626,Santiago,CL,-33.4569,-70.6483,55.17,64,0,4.61,haze
627,Shu,KZ,43.5983,73.7614,64.9,45,2,3.49,clear sky
628,General Pico,AR,-35.6566,-63.7568,46.29,65,2,4.16,clear sky
629,Cockburn Town,TC,21.4612,-71.1419,80.82,76,12,18.28,few clouds
630,Mareeba,AU,-17.0,145.4333,76.48,85,23,4.36,few clouds
631,Umm Lajj,SA,25.0213,37.2685,83.97,55,56,6.89,broken clouds
632,Jurm,AF,36.8648,70.8342,63.39,48,3,1.36,clear sky
633,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,80,20,16.11,few clouds
634,Namibe,AO,-15.1961,12.1522,65.25,82,54,7.0,broken clouds
635,Halifax,CA,44.6453,-63.5724,66.42,88,75,3.0,broken clouds
636,Lai,TD,9.3952,16.2989,76.62,80,98,4.45,overcast clouds
637,San Quintin,MX,30.4833,-115.95,73.63,71,2,10.63,clear sky
638,Yima,CN,34.7381,111.8839,77.38,83,81,7.31,broken clouds
639,Altay,CN,47.8667,88.1167,66.02,45,20,5.19,few clouds
640,Bereda,ES,43.2686,-7.5406,58.75,96,69,6.15,broken clouds
641,Jaca,ES,42.569,-0.5499,60.01,88,9,4.23,clear sky
642,Bandarbeyla,SO,9.4942,50.8122,78.89,74,60,25.9,broken clouds
643,Shieli,KZ,44.1667,66.75,65.53,34,1,6.33,clear sky
644,Vao,NC,-22.6667,167.4833,69.64,62,96,16.98,overcast clouds
645,Namatanai,PG,-3.6667,152.4333,83.37,75,90,9.22,light rain
646,Kaihua,CN,23.3687,104.28,69.17,90,99,7.0,light rain
647,Churachandpur,IN,24.3333,93.6667,67.44,96,96,1.41,overcast clouds
648,Lashio,MM,22.9333,97.75,69.49,98,100,0.43,overcast clouds
649,Shetpe,KZ,44.1667,52.1167,73.31,46,8,6.73,clear sky
650,Aksu,CN,41.1231,80.2644,71.08,48,29,6.15,scattered clouds
651,Tshane,BW,-24.0196,21.8684,33.89,29,0,5.59,clear sky
652,Santa Fe,AR,-31.6333,-60.7,52.02,98,97,8.01,overcast clouds
653,Plymouth,US,41.8334,-70.8328,79.5,93,1,4.61,clear sky
654,Loukhi,RU,66.0764,33.0381,52.95,89,52,3.13,broken clouds
655,Mugur-Aksy,RU,50.35,90.5,55.78,65,22,3.13,few clouds
656,Aklera,IN,24.4167,76.5667,89.33,50,81,6.06,broken clouds
657,Bubog,PH,10.7694,122.968,82.06,78,90,4.12,overcast clouds
658,Tammisaari,FI,59.9736,23.4339,70.9,90,11,1.23,few clouds
659,Ladario,BR,-19.0047,-57.6017,76.86,37,3,2.21,clear sky
660,Healdsburg,US,38.6105,-122.8692,95.9,48,1,1.99,clear sky
661,Finnsnes,NO,69.2296,17.9811,54.21,85,69,4.7,broken clouds
662,Sakaiminato,JP,35.55,133.2333,84.18,74,75,4.61,broken clouds
663,Kayerkan,RU,69.3497,87.7602,48.36,61,73,1.57,broken clouds
664,Arinos,BR,-15.9169,-46.1056,68.07,47,0,1.07,clear sky
665,Bam,IR,29.106,58.357,89.17,37,100,3.74,overcast clouds
666,Agirish,RU,61.9247,63.0231,45.39,68,0,3.89,clear sky
667,Coruripe,BR,-10.1256,-36.1756,74.16,87,2,8.99,clear sky
668,Belmonte,BR,-15.8631,-38.8828,73.9,88,2,6.6,clear sky
669,Manta,EC,-0.95,-80.7333,71.74,86,91,8.68,overcast clouds
670,Ichnya,UA,50.8626,32.3942,70.05,63,0,5.64,clear sky
671,Yaan,NG,7.3833,8.5667,73.38,93,99,7.25,overcast clouds
672,Lukovetskiy,RU,64.2956,41.9211,62.58,75,48,2.33,scattered clouds
673,Tucumcari,US,35.1717,-103.725,91.24,25,1,20.71,clear sky
674,Lapy,PL,52.9911,22.8842,74.25,81,5,5.86,clear sky
675,Liwale,TZ,-9.7667,37.9333,62.96,97,59,3.6,broken clouds
676,Pandan,PH,14.0453,124.1694,83.1,76,94,2.62,overcast clouds
677,Boca Do Acre,BR,-8.7522,-67.3978,80.29,51,13,2.62,few clouds
678,Orange,US,33.7,-117.7675,100.22,64,1,3.0,clear sky
679,Sao Joao Batista,BR,-27.2761,-48.8494,72.82,97,93,2.44,overcast clouds
680,Rapar,IN,23.5667,70.6333,83.88,75,100,2.86,moderate rain
681,Mongoumba,CF,3.6415,18.5936,73.04,85,100,1.43,overcast clouds
682,Madras,IN,13.0878,80.2785,78.78,89,75,6.91,light intensity drizzle
683,Delijan,IR,33.9905,50.6838,80.78,24,0,4.45,clear sky
684,Kuusamo,FI,65.9667,29.1833,57.24,77,0,4.61,clear sky
685,Dong Hoi,VN,17.4833,106.6,80.19,88,56,3.67,broken clouds
686,Fort Frances,CA,48.5999,-93.4003,77.22,39,1,0.0,clear sky
687,Dalbandin,PK,28.8947,64.4101,85.37,47,83,7.61,broken clouds
688,Senador Jose Porfirio,BR,-2.5908,-51.9542,78.26,81,95,3.24,overcast clouds
689,Bail Hongal,IN,15.8167,74.8667,70.84,91,100,11.99,overcast clouds
690,Tomatlan,MX,19.9333,-105.25,86.86,63,99,5.46,overcast clouds
691,Sambava,MG,-14.2667,50.1667,68.81,86,62,12.03,broken clouds
692,Kawalu,ID,-7.3817,108.2082,71.64,89,99,0.49,overcast clouds
693,Mao,ES,39.8885,4.2658,72.16,68,75,3.44,broken clouds
