City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
667,Coruripe,BR,74.16,clear sky,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
668,Belmonte,BR,73.9,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
669,Manta,EC,71.74,overcast clouds,-0.95,-80.7333,Balandra Hotel
670,Ichnya,UA,70.05,clear sky,50.8626,32.3942,Hotelʹ Trostyanetsʹ
674,Lapy,PL,74.25,clear sky,52.9911,22.8842,Hotel robotniczy
676,Pandan,PH,83.1,overcast clouds,14.0453,124.1694,Bonifacio Lodge
677,Boca Do Acre,BR,80.29,few clouds,-8.7522,-67.3978,Hotel Sao Pedro
679,Sao Joao Batista,BR,72.82,overcast clouds,-27.2761,-48.8494,INNOVARE SLIM SÃO JOÃO BATISTA
680,Rapar,IN,83.88,moderate rain,23.5667,70.6333,Dharamshi Bapa’s Home
682,Madras,IN,78.78,light intensity drizzle,13.0878,80.2785,City home
683,Delijan,IR,80.78,clear sky,33.9905,50.6838,ایزوگام آسیاگستردلیجان
685,Dong Hoi,VN,80.19,broken clouds,17.4833,106.6,Nam Long Hotel
686,Fort Frances,CA,77.22,clear sky,48.5999,-93.4003,LA PLACE RENDEZ-VOUS
687,Dalbandin,PK,85.37,broken clouds,28.8947,64.4101,Sanjrani House
688,Senador Jose Porfirio,BR,78.26,overcast clouds,-2.5908,-51.9542,Pousada Novo Horizonte
689,Bail Hongal,IN,70.84,overcast clouds,15.8167,74.8667,Sangam residency (Lodge)
690,Tomatlan,MX,86.86,overcast clouds,19.9333,-105.25,El Salvial
692,Kawalu,ID,71.64,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
693,Mao,ES,72.16,broken clouds,39.8885,4.2658,ARTIEM Capri
